"sku";"nombre_tecnico_seo";"estado_staging";"marca";"referencia_fabricante";"enlace_producto_oficial";"enlace_ficha_tecnica";"enlace_imagen_directa";"estado_derechos_imagen";"referencia_permiso_imagen";"datos_confirmados";"observaciones";"nombre_provisional_original"
"SRT-PENDING-8BD8E77FFE26";"Cable Encauchetado Libre de Halógeno STF-LS 4x18 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 4X18AWG"
"SRT-PENDING-B33C9EA4395B";"Cable Encauchetado Libre de Halógeno STF-LS 2x16 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 2X16AWG"
"SRT-PENDING-60380DD3295A";"Cable Encauchetado Libre de Halógeno STF-LS 3x16 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 3X16AWG"
"SRT-PENDING-99CACFBA8491";"Cable Encauchetado Libre de Halógeno STF-LS 4x16 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 4X16AWG"
"SRT-PENDING-EF31466FE03C";"Cable Encauchetado Libre de Halógeno STF-LS 2x14 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 2X14AWG"
"SRT-PENDING-5A5C2682E16C";"Cable Encauchetado Libre de Halógeno STF-LS 3x14 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 3X14AWG"
"SRT-PENDING-F53EF417439D";"Cable Encauchetado Libre de Halógeno STF-LS 4x14 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 4X14AWG"
"SRT-PENDING-2FAD996C1713";"Cable Encauchetado Libre de Halógeno STF-LS 2x12 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 2X12AWG"
"SRT-PENDING-AB3433A8A279";"Cable Encauchetado Libre de Halógeno STF-LS 3x12 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 3X12AWG"
"SRT-PENDING-64F6D52D1104";"Cable Encauchetado Libre de Halógeno STF-LS 4x12 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 4X12AWG"
"SRT-PENDING-F599C358F081";"Cable Encauchetado Libre de Halógeno STF-LS 2x10 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 2X10AWG"
"SRT-PENDING-C11966418B2F";"Cable Encauchetado Libre de Halógeno STF-LS 3x10 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 3X10AWG"
"SRT-PENDING-54C0621797BA";"Cable Encauchetado Libre de Halógeno STF-LS 4x10 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 4X10AWG"
"SRT-PENDING-745B2E9EFC41";"Cable Encauchetado Libre de Halógeno STF-LS 2x8 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 2X8AWG"
"SRT-PENDING-A23F84BEAF24";"Cable Encauchetado Libre de Halógeno STF-LS 3x8 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 3X8AWG"
"SRT-PENDING-48317269D40B";"Cable Encauchetado Libre de Halógeno STF-LS 4x8 AWG";"pendiente_investigacion";"Procables/Centelsa";"";"https://cablescolombia.com/producto/cable-encauchetado-7x16-awg-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/79724/thumb/df631ef5a8b91d49.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (regla ""encauchetado"") tomada de ""Cable Encauchetado 7X16 AWG CU"" en cablescolombia.com. Puede diferir en calibre, color y construcción. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Encauchetado Libre De Halogenos STF LS 4X8AWG"
"SRT-PENDING-23FC537018EE";"Cable Dúplex Polarizado 2x10 AWG Cobre";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (80% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Dúplex Polarizado 2X10 Cu"
"SRT-PENDING-E0C7582D9DF4";"Cable Dúplex Polarizado 2x12 AWG Cobre";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (80% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Dúplex Polarizado 2X12 Cu"
"SRT-PENDING-FC14EDD12C47";"Cable Dúplex Polarizado 2x14 AWG Cobre";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (80% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Dúplex Polarizado 2X14 Cu"
"SRT-PENDING-197AD43647B6";"Cable Dúplex Polarizado 2x16 AWG Cobre";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (80% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex Polarizado 2X16 Cu"
"SRT-PENDING-EAF6D9A252F8";"Cable Dúplex Polarizado 2x18 AWG Cobre";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (80% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Dúplex Polarizado 2X18 Cu"
"SRT-PENDING-A318A86A3026";"Cable Dúplex Polarizado 2x20 AWG Cobre";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (80% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Dúplex Polarizado 2X20 Cu"
"SRT-PENDING-AA8592B17B19";"Cable Dúplex 2x10 AWG Cobre";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex 2X10 Cu"
"SRT-PENDING-38D59C99D61B";"Cable Dúplex 2x12 AWG Cobre";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex 2X12 Cu"
"SRT-PENDING-DA4E2A0F5D22";"Cable Dúplex 2x14 AWG Cobre";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex 2X14 Cu"
"SRT-PENDING-A787A4628636";"Cable Dúplex 2x16 AWG Cobre";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex 2X16 Cu"
"SRT-PENDING-93FB91870A58";"Cable Dúplex 2x18 AWG Cobre";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex 2X18 Cu"
"SRT-PENDING-41FBFE6E73E8";"Cable Dúplex 2x14 AWG Cobre, Negro";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. COLOR DISTINTO (negro vs cristal). Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex 2X14 Negro Cu"
"SRT-PENDING-2C19362BAAE5";"Cable Dúplex 2x16 AWG Cobre, Negro";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia, material CU) tomada de ""Cable Duplex Cristal 2X20 Cu"" en cablescolombia.com. COLOR DISTINTO (negro vs cristal). Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex 2X16 Negro Cu"
"SRT-PENDING-32E3F97E7A37";"Cable Dúplex Desoxigenado 10 AWG Cobre-aluminio";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-desoxigenado-n10-cu-al";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/479/thumb/f2d6adaac90acc8d3bc522acb6516999.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Duplex Desoxigenado N10 Cu - Al"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Duplex Desoxigenado N10 Cu - Al"
"SRT-PENDING-025FBE5A4E6A";"Cable Dúplex Desoxigenado 12 AWG Cobre-aluminio";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-desoxigenado-n12-cu-al";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/480/thumb/5ea623ce05f5bb6ed59159bb0f2eeded.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Duplex Desoxigenado N12 Cu - Al"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Duplex Desoxigenado N12 Cu - Al"
"SRT-PENDING-9A6072001869";"Cable Dúplex Desoxigenado 14 AWG Cobre-aluminio";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-desoxigenado-n10-cu-al";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/479/thumb/f2d6adaac90acc8d3bc522acb6516999.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Duplex Desoxigenado N10 Cu - Al"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex Desoxigenado N14 Cu - Al"
"SRT-PENDING-BB6C17498CE3";"Cable Dúplex Desoxigenado 16 AWG Cobre-aluminio";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-desoxigenado-n10-cu-al";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/479/thumb/f2d6adaac90acc8d3bc522acb6516999.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Duplex Desoxigenado N10 Cu - Al"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex Desoxigenado N16 Cu - Al"
"SRT-PENDING-9DE2ECCC6E24";"Cable Dúplex Desoxigenado 18 AWG Cobre-aluminio";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-desoxigenado-n10-cu-al";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/479/thumb/f2d6adaac90acc8d3bc522acb6516999.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Duplex Desoxigenado N10 Cu - Al"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex Desoxigenado N18 Cu - Al"
"SRT-PENDING-71B6AC43BD2A";"Cable Dúplex Desoxigenado 22 AWG Cobre-aluminio";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-desoxigenado-n10-cu-al";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/479/thumb/f2d6adaac90acc8d3bc522acb6516999.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Duplex Desoxigenado N10 Cu - Al"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex Desoxigenado N22 Cu - Al"
"SRT-PENDING-098875622BFE";"Cable Dúplex Desoxigenado 20 AWG Cobre-aluminio";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-desoxigenado-n10-cu-al";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/479/thumb/f2d6adaac90acc8d3bc522acb6516999.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"IMAGEN GENÉRICA DE FAMILIA (100% familia/material/color) tomada de ""Cable Duplex Desoxigenado N10 Cu - Al"" en cablescolombia.com — mismo tipo y color, calibre distinto. Reemplazar por foto exacta antes de publicar.";"Pendiente de verificación - Cable Duplex Desoxigenado N20 Cu - Al"
"SRT-PENDING-6D85330E7595";"Cable Dúplex 2x20 AWG Cobre, Cristal";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/thumb/1e577bc6423721218185f07a54eba191.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Duplex Cristal 2X20 Cu"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Duplex Cristal 2X20 Cu"
"SRT-PENDING-BE050281F599";"Cable Dúplex 2x16 AWG Cobre, Cristal";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x16-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/473/thumb/88f4b3c1e2d38a4fdc9c397822230318.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Duplex Cristal 2X16 Cu"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Duplex Cristal 2X16 Cu"
"SRT-PENDING-DA37AC5700DE";"Cable Dúplex 2x14 AWG Cobre, Cristal";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x14-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/474/thumb/b4b494c5c50b12ba3fa7af8c300a24a3.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Duplex Cristal 2X14 Cu"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Duplex Cristal 2X14 Cu"
"SRT-PENDING-BD7A7E1B007A";"Cable Dúplex 2x12 AWG Cobre, Cristal";"pendiente_investigacion";"CERT";"";"https://cablescolombia.com/producto/cable-duplex-cristal-2x12-cu";"";"https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/475/thumb/306bb7ae3289220b45d6aff376a6fe31.webp";"autorizada";"confirmed-by-surtilec-2026-08-03";"pendiente";"Imagen sugerida automáticamente desde cablescolombia.com — similitud 100% con ""Cable Duplex Cristal 2X12 Cu"". Verificar visualmente y obtener permiso antes de publicar.";"Pendiente de verificación - Cable Duplex Cristal 2X12 Cu"
