sku,referencia_fabricante,marca,proveedor,fuente_datos_url,ficha_tecnica_url,fuente_imagen_url,estado_fuente,estado_imagen,verificado_en,notas
SRT-PENDING-04898B1D8929,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-04898B1D8929 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-CBCDD04A16CB,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-CBCDD04A16CB es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-9D1C28539091,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-9D1C28539091 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-B30A4A9CBDD7,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-B30A4A9CBDD7 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-1B13B1046562,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-1B13B1046562 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-35553BFE8787,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-35553BFE8787 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-D7EDD3DFC08C,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-D7EDD3DFC08C es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-A97EFB583217,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-A97EFB583217 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-CEC6A01178EF,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-CEC6A01178EF es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-A046D906ADB0,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-A046D906ADB0 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-07FA0BD6AEB2,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-07FA0BD6AEB2 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-2089E87C0AAF,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-2089E87C0AAF es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-077F4FF8E9DE,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-077F4FF8E9DE es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-82C171848667,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-82C171848667 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-C88FD9CE58CA,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-C88FD9CE58CA es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-DB9D247A6425,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-DB9D247A6425 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-8D8F8E0DCE81,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-8D8F8E0DCE81 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-029EB10AC9CB,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-029EB10AC9CB es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-388A73331D8A,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-388A73331D8A es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-017B0187FD40,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-017B0187FD40 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-AE93C6CB0019,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-AE93C6CB0019 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-38E9EBE15577,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-38E9EBE15577 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-02119178F055,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-02119178F055 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-971D42F0840C,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-971D42F0840C es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-F7158784A620,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,https://co.prysmian.com/sites/co.prysmian.com/files/media/documents/30%20FT_EXZHELLENT_GREEN_COBRE.pdf,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable de baja emisión de humos y halógenos. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-F7158784A620 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-ENCAU-7x16AWG-CU,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-ENCAU-7x16AWG-CU es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-ENCAU-7x14AWG-CU,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-ENCAU-7x14AWG-CU es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-ENCAU-7x10AWG-CU,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-ENCAU-7x10AWG-CU es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-ENCAU-6x18AWG-CU,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-ENCAU-6x18AWG-CU es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-ENCAU-6x16AWG-CU,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-ENCAU-6x16AWG-CU es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-ENCAU-6x14AWG-CU,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-ENCAU-6x14AWG-CU es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-ENCAU-6x12AWG-CU,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-ENCAU-6x12AWG-CU es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-ENCAU-5x18AWG-CU,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-ENCAU-5x18AWG-CU es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-ENCAU-5x16AWG-CU,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-ENCAU-5x16AWG-CU es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-79A2BDF66D2B,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-79A2BDF66D2B es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-93AC5F0F0161,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-93AC5F0F0161 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-E11C429FBC9C,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-E11C429FBC9C es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-9C954DF4F63F,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-9C954DF4F63F es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-F5F1E89CBB39,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-F5F1E89CBB39 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-8851C823D3C1,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-8851C823D3C1 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-9E30CCD48105,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-9E30CCD48105 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-69DA3B02F573,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-69DA3B02F573 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-5DC320A76AD7,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-5DC320A76AD7 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-19640B390520,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-19640B390520 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-D23957217C5F,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-D23957217C5F es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-AF3A85B543EB,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-AF3A85B543EB es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-5FB84384A44F,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-5FB84384A44F es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-8BD8E77FFE26,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-8BD8E77FFE26 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-B33C9EA4395B,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-B33C9EA4395B es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-60380DD3295A,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-60380DD3295A es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
SRT-PENDING-99CACFBA8491,,Producto genérico Surtilec,Surtilec - investigación técnica de familia,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,,generica_verificada,autorizada,2026-08-03,Se contrastó la familia técnica Cable flexible de cobre. No se asigna una referencia ni marca de fabricante por semejanza. El SKU interno SRT-PENDING-99CACFBA8491 es la referencia comercial de Surtilec hasta confirmar la referencia suministrada.
