sku,nombre_surtilec,nombre_fuente_coincidencia_exacta,producto_url_fuente,imagen_url_fuente,metodo_coincidencia,confianza,estado_imagen_actual,accion_recomendada
SRT-PENDING-D23957217C5F,Cable Encauchetado 4x18 AWG Cobre,Cable Encauchetado 4X18 Cu,https://cablescolombia.com/producto/cable-encauchetado-4x18-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/540/4133abca9bdfca70.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-AF3A85B543EB,Cable Encauchetado Libre de Halógeno STF-LS 2x18 AWG,Cable Encauchetado Libre De Halogenos STF LS 2X18AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x18awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82084/99bec7e6ab728dcd.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-5FB84384A44F,Cable Encauchetado Libre de Halógeno STF-LS 3x18 AWG,Cable Encauchetado Libre De Halogenos STF LS 3X18AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x18awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82085/cfa4771417a166ea.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-8BD8E77FFE26,Cable Encauchetado Libre de Halógeno STF-LS 4x18 AWG,Cable Encauchetado Libre De Halogenos STF LS 4X18AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x18awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82086/dd4f93666e3c09c2.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-B33C9EA4395B,Cable Encauchetado Libre de Halógeno STF-LS 2x16 AWG,Cable Encauchetado Libre De Halogenos STF LS 2X16AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x16awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82087/086ab7795cb669ff.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-60380DD3295A,Cable Encauchetado Libre de Halógeno STF-LS 3x16 AWG,Cable Encauchetado Libre De Halogenos STF LS 3X16AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x16awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82088/9da4674d8e42a6ae.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-99CACFBA8491,Cable Encauchetado Libre de Halógeno STF-LS 4x16 AWG,Cable Encauchetado Libre De Halogenos STF LS 4X16AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x16awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82089/d77f683d36a211d4.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-EF31466FE03C,Cable Encauchetado Libre de Halógeno STF-LS 2x14 AWG,Cable Encauchetado Libre De Halogenos STF LS 2X14AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x14awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82090/10857f8b9baa33de.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-5A5C2682E16C,Cable Encauchetado Libre de Halógeno STF-LS 3x14 AWG,Cable Encauchetado Libre De Halogenos STF LS 3X14AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x14awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82091/2ef7696bb58cc3b0.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-F53EF417439D,Cable Encauchetado Libre de Halógeno STF-LS 4x14 AWG,Cable Encauchetado Libre De Halogenos STF LS 4X14AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x14awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82092/3d8f04526d36bd28.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-2FAD996C1713,Cable Encauchetado Libre de Halógeno STF-LS 2x12 AWG,Cable Encauchetado Libre De Halogenos STF LS 2X12AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x12awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82093/9efd367ef0cb550f.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-AB3433A8A279,Cable Encauchetado Libre de Halógeno STF-LS 3x12 AWG,Cable Encauchetado Libre De Halogenos STF LS 3X12AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x12awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82094/31c09b1ada410540.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-64F6D52D1104,Cable Encauchetado Libre de Halógeno STF-LS 4x12 AWG,Cable Encauchetado Libre De Halogenos STF LS 4X12AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x12awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82095/7520dde2e4357f9d.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-F599C358F081,Cable Encauchetado Libre de Halógeno STF-LS 2x10 AWG,Cable Encauchetado Libre De Halogenos STF LS 2X10AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x10awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82096/8a08961a40a7b3e7.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-C11966418B2F,Cable Encauchetado Libre de Halógeno STF-LS 3x10 AWG,Cable Encauchetado Libre De Halogenos STF LS 3X10AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x10awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82097/94a38f920552f5ef.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-54C0621797BA,Cable Encauchetado Libre de Halógeno STF-LS 4x10 AWG,Cable Encauchetado Libre De Halogenos STF LS 4X10AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x10awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82098/302b0ab01ecdab93.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-745B2E9EFC41,Cable Encauchetado Libre de Halógeno STF-LS 2x8 AWG,Cable Encauchetado Libre De Halogenos STF LS 2X8AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x8awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82099/35517b3e790d71f1.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-A23F84BEAF24,Cable Encauchetado Libre de Halógeno STF-LS 3x8 AWG,Cable Encauchetado Libre De Halogenos STF LS 3X8AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x8awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82100/af72a1994f10ecb3.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-48317269D40B,Cable Encauchetado Libre de Halógeno STF-LS 4x8 AWG,Cable Encauchetado Libre De Halogenos STF LS 4X8AWG,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x8awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82101/c0e4fc3ea757cc63.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-23FC537018EE,Cable Dúplex Polarizado 2x10 AWG Cobre,Cable Dúplex Polarizado 2X10 Cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x10-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/504/ef9bfa6f34c36f61.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-E0C7582D9DF4,Cable Dúplex Polarizado 2x12 AWG Cobre,Cable Dúplex Polarizado 2X12 Cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x12-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/505/b47311ba0c46f3e4.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-FC14EDD12C47,Cable Dúplex Polarizado 2x14 AWG Cobre,Cable Dúplex Polarizado 2X14 Cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x14-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/506/db1593ca74ca682f.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-197AD43647B6,Cable Dúplex Polarizado 2x16 AWG Cobre,Cable Duplex Polarizado 2X16 Cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x16-cu_3,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/507/105afa5863081d0f.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-EAF6D9A252F8,Cable Dúplex Polarizado 2x18 AWG Cobre,Cable Dúplex Polarizado 2X18 Cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x18-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/508/ecb525b8bb9cfd9e.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-A318A86A3026,Cable Dúplex Polarizado 2x20 AWG Cobre,Cable Dúplex Polarizado 2X20 Cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x20-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/509/d44fa344794a6ef8.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-AA8592B17B19,Cable Dúplex 2x10 AWG Cobre,Cable Duplex 2X10 Cu,https://cablescolombia.com/producto/cable-duplex-2x10-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/490/f4ac2b6acefb1ca3.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-38D59C99D61B,Cable Dúplex 2x12 AWG Cobre,Cable Duplex 2X12 Cu,https://cablescolombia.com/producto/cable-duplex-2x12-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/494/e616f2fe2f3f813a.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-DA4E2A0F5D22,Cable Dúplex 2x14 AWG Cobre,Cable Duplex 2X14 Cu,https://cablescolombia.com/producto/cable-duplex-2x14-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/495/efa6b780d6cdfe4c.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-A787A4628636,Cable Dúplex 2x16 AWG Cobre,Cable Duplex 2X16 Cu,https://cablescolombia.com/producto/cable-duplex-2x16-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/498/a851fa2bec2ec7d7.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-93FB91870A58,Cable Dúplex 2x18 AWG Cobre,Cable Duplex 2X18 Cu,https://cablescolombia.com/producto/cable-duplex-2x18-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/499/be6b5045d2caf4f5.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-41FBFE6E73E8,"Cable Dúplex 2x14 AWG Cobre, Negro",Cable Duplex 2X14 Negro Cu,https://cablescolombia.com/producto/cable-duplex-2x14-negro-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/500/167c27b087ef1dcd.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-2C19362BAAE5,"Cable Dúplex 2x16 AWG Cobre, Negro",Cable Duplex 2X16 Negro Cu,https://cablescolombia.com/producto/cable-duplex-2x16-negro-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/501/f0b94a151dabff40.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-32E3F97E7A37,Cable Dúplex Desoxigenado 10 AWG Cobre-aluminio,Cable Duplex Desoxigenado N10 Cu - Al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n10-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/479/73aeebd575ab2389.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-025FBE5A4E6A,Cable Dúplex Desoxigenado 12 AWG Cobre-aluminio,Cable Duplex Desoxigenado N12 Cu - Al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n12-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/480/0910b0af7199b63f.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-9A6072001869,Cable Dúplex Desoxigenado 14 AWG Cobre-aluminio,Cable Duplex Desoxigenado N14 Cu - Al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n14-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/481/119d63051d615c1a.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-BB6C17498CE3,Cable Dúplex Desoxigenado 16 AWG Cobre-aluminio,Cable Duplex Desoxigenado N16 Cu - Al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n16-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/482/93df9af4ddba7913.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-9DE2ECCC6E24,Cable Dúplex Desoxigenado 18 AWG Cobre-aluminio,Cable Duplex Desoxigenado N18 Cu - Al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n18-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/483/6b515b3427f3f71b.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-71B6AC43BD2A,Cable Dúplex Desoxigenado 22 AWG Cobre-aluminio,Cable Duplex Desoxigenado N22 Cu - Al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n22-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/485/b7def2a6c3ea2d46.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-098875622BFE,Cable Dúplex Desoxigenado 20 AWG Cobre-aluminio,Cable Duplex Desoxigenado N20 Cu - Al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n20-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/486/dfa2afd2ba8656ea.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-6D85330E7595,"Cable Dúplex 2x20 AWG Cobre, Cristal",Cable Duplex Cristal 2X20 Cu,https://cablescolombia.com/producto/cable-duplex-cristal-2x20-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/472/a73b0be5c16c24ef.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-BE050281F599,"Cable Dúplex 2x16 AWG Cobre, Cristal",Cable Duplex Cristal 2X16 Cu,https://cablescolombia.com/producto/cable-duplex-cristal-2x16-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/473/3d155efc78581068.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-DA37AC5700DE,"Cable Dúplex 2x14 AWG Cobre, Cristal",Cable Duplex Cristal 2X14 Cu,https://cablescolombia.com/producto/cable-duplex-cristal-2x14-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/474/e1c24184825c1294.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-BD7A7E1B007A,"Cable Dúplex 2x12 AWG Cobre, Cristal",Cable Duplex Cristal 2X12 Cu,https://cablescolombia.com/producto/cable-duplex-cristal-2x12-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/475/6c17e742ce286729.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-1F5C990D1A3D,"Cable Dúplex 2x22 AWG Cobre, Cristal",Cable Duplex Cristal 2X22 Cu,https://cablescolombia.com/producto/cable-duplex-cristal-2x22-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/476/2c4bfdfdb7e84ee9.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-F6E3F9037813,"Cable Dúplex 2x10 AWG Cobre, Cristal",Cable Duplex Cristal 2X10 Cu,https://cablescolombia.com/producto/cable-duplex-cristal-2x10-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/477/27b70d253af13e1c.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-F303325FA0CC,"Cable Dúplex 2x18 AWG Cobre, Cristal",Cable Duplex Cristal 2X18 Cu,https://cablescolombia.com/producto/cable-duplex-cristal-2x18-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/478/f9468e40a28521f0.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-618220FAA1AB,Cable de Aluminio Serie 8000 6 AWG Trenzado,Cable Aluminio 6 Awg Serie 8000,https://cablescolombia.com/producto/cable-aluminio-6-awg-serie-8000,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/653/7e6ea97a4ad8904b.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-7802C84DE1B3,Cable de Aluminio Serie 8000 4 AWG Trenzado,Cable Aluminio 4 Awg Serie 8000,https://cablescolombia.com/producto/cable-aluminio-4-awg-serie-8000,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/656/6d38726803de5ec1.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-BD8088AD9745,Cable de Aluminio Serie 8000 2 AWG Trenzado,Cable Aluminio 2 Awg Serie 8000,https://cablescolombia.com/producto/cable-aluminio-2-awg-serie-8000,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/658/c930c22f429e61c4.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-D2AF8D0AFA5B,Cable de Aluminio Serie 8000 1/0 AWG Trenzado,Cable Aluminio 1/0 Awg Serie 8000,https://cablescolombia.com/producto/cable-aluminio-1-0-awg-serie-8000,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/659/c11a1df257e8e3cb.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-17B5235302EA,Cable de Aluminio Serie 8000 2/0 AWG Trenzado,Cable Aluminio 2/0 Awg Serie 8000,https://cablescolombia.com/producto/cable-aluminio-2-0-awg-serie-8000,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/661/1ea884b04642643d.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-FE68D8389306,Cable de Aluminio Serie 8000 4/0 AWG Trenzado,Cable Aluminio 4/0 Awg Serie 8000,https://cablescolombia.com/producto/cable-aluminio-4-0-awg-serie-8000,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/663/7ce4d8569e496ee5.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-E4C3804FAEF6,Cable de Aluminio Serie 8000 250 kcmil Trenzado,Cable Aluminio 250 Kcmil Serie 8000,https://cablescolombia.com/producto/cable-aluminio-250-kcmil-serie-8000,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/664/8f964f9cbbb8ce8d.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-08F3829DA7AE,Cable de Aluminio Serie 8000 350 kcmil Trenzado,Cable Aluminio 350 Kcmil Serie 8000,https://cablescolombia.com/producto/cable-aluminio-350-kcmil-serie-8000,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/665/06e9a6d0df1db56a.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-2B93CC066BC7,Cable de Aluminio Serie 8000 500 kcmil Trenzado,Cable Aluminio 500 Kcmil Serie 8000,https://cablescolombia.com/producto/cable-aluminio-500-kcmil-serie-8000,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/666/153ea728e845b892.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-B57B2EE1A859,Cable Libre de Halógeno LSZH 6 AWG Aluminio Serie 8000 Trenzado,Cable Aluminio S8000 Libre de Halógeno N6,https://cablescolombia.com/producto/cable-aluminio-s8000-libre-de-halogeno-n6,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/384/d481c160d51b90cb.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-B046A49FCC82,Cable Libre de Halógeno LSZH 4 AWG Aluminio Serie 8000 Trenzado,Cable Aluminio S8000 Libre de Halógeno N4,https://cablescolombia.com/producto/cable-aluminio-s8000-libre-de-halogeno-n4,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/385/3515b6a6424bae3f.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-7246E8E3A573,Cable Libre de Halógeno LSZH 2 AWG Aluminio Serie 8000 Trenzado,Cable Aluminio Serie 8000 Libre de Halógeno N2,https://cablescolombia.com/producto/cable-aluminio-serie-8000-libre-de-halogeno-n2,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/386/0da84473fd4c16a9.webp,nombre_original_fuente_exacto_y_url_fuente,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-C775808B3073,Cable Libre de Halógeno LSZH 1/0 AWG Aluminio Serie 8000 Trenzado,Cable Aluminio Serie 8000 Libre de Halógeno 1/0,https://cablescolombia.com/producto/cable-aluminio-serie-8000-libre-de-halogeno-1-0_9,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/390/40d53e063d794223.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-CDB94E717A0C,Cable Libre de Halógeno LSZH 2/0 AWG Aluminio Serie 8000 Trenzado,Cable Aluminio Serie 8000 Libre de Halógeno 2/0,https://cablescolombia.com/producto/cable-aluminio-serie-8000-libre-de-halogeno-2-0_8,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/391/29bacacd11f41a44.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-510C78A9F1D1,Cable Libre de Halógeno LSZH 4/0 AWG Aluminio Serie 8000 Trenzado,Cable Aluminio Serie 8000 Libre de Halógeno 4/0,https://cablescolombia.com/producto/cable-aluminio-serie-8000-libre-de-halogeno-4-0_2,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/393/989cacad2f53c805.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
SRT-PENDING-A0CFFB40DD66,Cable Libre de Halógeno LSZH 250 kcmil Aluminio Serie 8000 Trenzado,Cable Aluminio Serie 8000 Libre de Halógeno 250kcm,https://cablescolombia.com/producto/cable-aluminio-serie-8000-libre-de-halogeno-250kcm,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/397/fe2c2be29120e5e1.webp,nombre_original_fuente_exacto,alta,revisar_variante_antes_de_publicar,descargar_y_asignar_imagen_exacta
