sku,post_title,has_featured_image
106737,"18 AWG cobre desnudo sólido PVC",1
106738,"18 AWG 16 hilos cobre estañado PVC",0
106750,"20 AWG 10 hilos cobre estañado PVC",0
106760,"22 AWG 7 hilos cobre estañado PVC",0
106770,"22 AWG máquina herramienta cable UL 1007/1569",0
106773,"16/1PR PLTC N/S 105C 300V PVC",1
106774,"16/1PR PLTC general blindaje PVC 105C 300V",1
106776,"18/1PR PLTC general blindaje PVC 105C 300V",1
106777,"20/1PR PLTC general blindaje PVC 105C 300V",1
106778,"16/1TR PLTC general blindaje PVC 105C 300V",1
106779,"18/1TR PLTC general blindaje PVC 105C 300V",1
106780,"20/1TR PLTC general blindaje PVC 105C 300V",1
106781,"16/1PR PLTC apantallado 105C 300V PVC",1
106782,"18/1PR PLTC apantallado 105C 300V PVC",1
106783,"20/1PR PLTC apantallado 105C 300V PVC",1
106784,"16/4PR PLTC apantallado 105C 300V PVC",1
106785,"16/8PR PLTC apantallado 105C 300V PVC",1
106786,"16/12PR PLTC apantallado 105C 300V PVC",1
106787,"16/16PR PLTC apantallado 105C 300V PVC",1
106788,"16/24PR PVC/OS/PVC BLK/WHT",1
106789,"16/36PR PLTC apantallado 105C 300V PVC",1
106790,"20/12PR PLTC apantallado 105C 300V PVC",1
106791,"16/2PR PVC/OS/PVC BLK/WHT 600V",1
106792,"16/3PR PVC/OS/PVC BLK/WHT 600V",1
106793,"16/4PR PVC/OS/PVC BLK/WHT 600V",1
106794,"16/5PR PVC/OS/PVC BLK/WHT 600V",1
106795,"16/8PR PVC/OS/PVC BLK/WHT 600V",1
106796,"16/12PR PVC/OS/PVC BL/WH 600V",1
106797,"16/16PR PVC/OS/PVC BL/WH 600V",1
106798,"16/24PR PVC/OS/PVC BL/WH 600V",1
106799,"18/2PR PVC/OS/PVC BLK/WHT 600V",1
106800,"18/4PR PVC/OS/PVC BLK/WHT 600V",1
106801,"18/6PR PVC/OS/PVC BLK/WHT 600V",1
106802,"18/8PR PVC/OS/PVC BLK/WHT 600V",1
106803,"18/12PR PVC/OS/PVC BLK/WHT",1
106804,"18/24PR PVC/OS/PVC BLK/WHT",1
106805,"18/36PR PVC/OS/PVC BLK/WHT",1
106806,"16/2PR PLTC SPOS 105C 300V PVC",1
106807,"16/4PR PLTC SPOS 105C 300V PVC",1
106808,"16/8PR PLTC SPOS 105C 300V PVC",1
106809,"16/12PR PLTC SPOS 105C 300V PVC",1
106810,"16/16PR PLTC SPOS 105C 300V PVC",1
106811,"16/24PR PLTC SPOS 105C 300V PVC",1
106812,"16/36PR PLTC SPOS 105C 300V PVC",1
106813,"18/2PR PLTC SPOS 105C 300V PVC",1
106814,"18/4PR PLTC SPOS 105C 300V PVC",1
106815,"18/8PR PLTC SPOS 105C 300V PVC",1
106816,"18/12PR PLTC SPOS 105C 300V PVC",1
106817,"18/16PR PLTC SPOS 105C 300V PVC",1
106818,"18/24PR PLTC SPOS 105C 300V PVC",1
106819,"18/36PR PLTC SPOS 105C 300V PVC",1
106820,"20/2PR PLTC SPOS 105C 300V PVC",1
106821,"20/4PR PLTC SPOS 105C 300V PVC",1
106822,"20/8PR PLTC SPOS 105C 300V PVC",1
106823,"20/12PR PLTC SPOS 105C 300V PVC",1
106824,"20/16PR PLTC SPOS 105C 300V PVC",1
106825,"20 AWG 20 pr PLTC apantallado pares general apantallado",1
106826,"20/24PR PLTC SPOS 105C 300V PVC",1
106827,"20/36PR PLTC SPOS 105C 300V PVC",1
106828,"20/50PR PLTC SPOS 105C 300V PVC",1
106829,"14/2PR TC SPOS PVC 600V",1
106830,"14/4PR TC SPOS PVC 600V",1
106831,"14/8PR TC SPOS PVC 600V",1
106832,"14/12PR TC SPOS PVC 600V",1
106833,"14/24PR TC SPOS PVC 600V",1
106834,"16/2PR TC SPOS PVC 600V",1
106835,"16/3PR TC SPOS PVC 600V",1
106836,"16/4PR PVC/SPOS/PVC BLK/WHT",1
106837,"16/6PR TC SPOS PVC 600V",1
106838,"16/8PR TC SPOS PVC 600V",1
106839,"16/12PR TC SPOS PVC 600V",1
106840,"16/16PR PVC/SPOS/PVC BLK/WHT",1
106841,"16/20PR TC SPOS PVC 600V",1
106842,"16/24PR TC SPOS PVC 600V",1
106843,"16/36PR TC SPOS PVC 600V",1
106844,"16/50PR TC SPOS PVC 600V",1
106845,"18/2PR TC SPOS PVC 600V",1
106846,"18/3PR TC SPOS PVC 600V",1
106847,"18/4PR TC SPOS PVC 600V",1
106848,"18/6PR TC SPOS PVC 600V",1
106849,"18/8PR TC SPOS PVC 600V",1
106850,"18/12PR TC SPOS PVC 600V",1
106851,"18/16PR TC SPOS PVC 600V",1
106852,"18/24PR PVC/SPOS/PVC BLK/WHT",1
106853,"18/36PR TC SPOS PVC 600V",1
106854,"18/50PR TC SPOS PVC 600V",1
106855,"16/2TR TC STOS PVC 600V",1
106856,"16/4TR TC STOS PVC 600V",1
106857,"16/8TR TC STOS PVC 600V",1
106858,"16/12TR TC STOS PVC 600V",1
106859,"16/16TR PVC/STOS/PVC 600V 90C",1
106860,"16/24TR TC STOS PVC 600V",1
106861,"16/36TR TC STOS PVC 600V",1
106862,"18/4TR TC STOS PVC 600V",1
106863,"18/8TR TC STOS PVC 600V",1
106864,"18/12TR TC STOS PVC 600V",1
106865,"18/24TR PVC/STOS/PVC 600V 90C",1
106866,"20/4TR PLTC STOS 105C 300V PVC",1
106867,"20/8TR PLTC STOS 105C 300V PVC",1
106868,"20/12TR PLTC STOS 105C 300V PVC",1
106869,"20/36TR PLTC STOS 105C 300V PVC",1
106870,"8/3C VNTC N/S Cable para bandeja M4 600V ER",0
106871,"10/2C VNTC N/S Cable para bandeja E2 600V TC plano",0
106872,"10/3C VNTC N/S Cable para bandeja E2 600V ER",0
106873,"10/3C VNTC N/S Cable para bandeja BWG 600V ER",0
106874,"10/4C VNTC N/S Cable para bandeja E2 600V ER",0
106875,"10/5C VNTC N/S Cable para bandeja E2 600V ER",0
106876,"10/7C VNTC N/S Cable para bandeja E2 600V ER",0
106877,"10/9C VNTC N/S Cable para bandeja E2 600V ER",0
106878,"10/12C VNTC N/S Cable para bandeja E2 600V ER",0
106879,"10/19C VNTC N/S Cable para bandeja E2 600V ER",0
106880,"12/2C VNTC N/S Cable para bandeja E2 600V TC plano",0
106881,"12/2C VNTC N/S Cable para bandeja E2 600V TC redondo",0
106882,"12/3C VNTC N/S Cable para bandeja E2 600V ER",0
106883,"12/3C VNTC N/S Cable para bandeja 600V BWG ER",0
106884,"12/4C VNTC N/S Cable para bandeja E2 600V ER",0
106885,"12/5C VNTC N/S Cable para bandeja E2 600V ER",0
106886,"12/6C VNTC N/S Cable para bandeja E2 600V ER",0
106887,"12/7C VNTC N/S Cable para bandeja E2 600V ER",0
106888,"12/9C VNTC N/S Cable para bandeja E2 600V ER",0
106889,"12/12C VNTC N/S Cable para bandeja E2 600V ER",0
106890,"12/16C VNTC N/S Cable para bandeja E2 600V ER",0
106891,"12/19C VNTC N/S Cable para bandeja E2 600V ER",0
106892,"12/25C VNTC N/S Cable para bandeja E2 600V ER",0
106893,"12/30C VNTC N/S Cable para bandeja E2 600V ER",0
106894,"12/37C VNTC N/S Cable para bandeja E2 600V ER",0
106895,"14/3C VNTC N/S Cable para bandeja BWG 600V ER",0
106896,"16/2C VNTC N/S Cable para bandeja E2 600V TC plano",0
106897,"16/2C VNTC N/S Cable para bandeja E2 600V TC redondo",0
106898,"16/3C VNTC N/S Cable para bandeja E2 600V ER",0
106899,"16/4C VNTC N/S Cable para bandeja E2 600V ER",0
106900,"16/5C VNTC N/S Cable para bandeja E2 600V ER",0
106901,"16/6C VNTC N/S Cable para bandeja E2 600V ER",0
106902,"16/7C VNTC N/S Cable para bandeja E2 600V ER",0
106903,"16/9C VNTC N/S Cable para bandeja E2 600V ER",0
106904,"16/10C VNTC N/S Cable para bandeja E2 600V ER",0
106905,"16/12C VNTC N/S Cable para bandeja E2 600V ER",0
106906,"16/16C VNTC N/S Cable para bandeja E2 600V ER",0
106907,"16/19C VNTC N/S Cable para bandeja E2 600V ER",0
106908,"16/20C VNTC N/S Cable para bandeja E2 600V ER",0
106909,"16/25C VNTC N/S Cable para bandeja E2 600V ER",0
106910,"16/30C VNTC N/S Cable para bandeja E2 600V ER",0
106911,"16/37C VNTC N/S Cable para bandeja E2 600V ER",0
106912,"16/50C VNTC N/S Cable para bandeja E2 600V ER",0
106913,"18/2C VNTC N/S Cable para bandeja E2 600V TC plano",0
106914,"18/2C VNTC N/S Cable para bandeja E2 600V TC redondo",0
106915,"18/3C VNTC N/S Cable para bandeja E2 600V ER",0
106916,"18/4C VNTC N/S Cable para bandeja E2 600V ER",0
106917,"18/5C VNTC N/S Cable para bandeja E2 600V ER",0
106918,"18/7C VNTC N/S Cable para bandeja E2 600V ER",0
106919,"18/9C VNTC N/S Cable para bandeja E2 600V ER",0
106920,"18/10C VNTC N/S Cable para bandeja E2 600V ER",0
106921,"18/12C VNTC N/S Cable para bandeja E2 600V ER",0
106922,"18/15C VNTC N/S Cable para bandeja E2 600V ER",0
106923,"18/19C VNTC N/S Cable para bandeja E2 600V ER",0
106924,"18/25C VNTC N/S Cable para bandeja E2 600V ER",0
106925,"18/37C VNTC N/S Cable para bandeja E2 600V ER",0
106926,"12/2C VNTC N/S Cable para bandeja M4 600V TC plano",0
106927,"12/3C VNTC N/S Cable para bandeja M4 600V ER",0
106928,"12/4C VNTC N/S Cable para bandeja M4 600V ER",0
106929,"12/7C VNTC N/S Cable para bandeja M4 600V ER",0
106930,"10/3C+14/4C VNTC N/S w/tierra M4 600V ER",0
106931,"12/4C VNTC N/S Cable para bandeja E1 600V ER",0
106932,"14/4C VNTC N/S Cable para bandeja E1 600V ER",0
106933,"14/7C VNTC N/S Cable para bandeja E1 600V ER",0
106934,"14/2C VNTC apantallado Cable para bandeja E1 600V TC",0
106935,"16/2C VNTC apantallado Cable para bandeja E1 600V TC",0
106936,"16/3C VNTC apantallado Cable para bandeja E1 600V ER",0
106937,"18/2C VNTC apantallado Cable para bandeja E1 600V TC",0
106938,"18/3C VNTC apantallado Cable para bandeja E1 600V ER",0
106939,"10/2C VNTC apantallado Cable para bandeja E2 600V TC",0
106940,"10/3C VNTC apantallado Cable para bandeja E2 600V ER",0
106941,"10/4C VNTC apantallado Cable para bandeja E2 600V ER",0
106942,"12/2C VNTC apantallado Cable para bandeja E2 600V TC",0
106943,"12/3C VNTC apantallado Cable para bandeja E2 600V ER",0
106944,"12/4C VNTC apantallado Cable para bandeja E2 600V ER",0
106945,"12/5C VNTC apantallado Cable para bandeja E2 600V ER",0
106946,"12/7C VNTC apantallado Cable para bandeja E2 600V ER",0
106947,"12/12C VNTC apantallado Cable para bandeja E2 600V ER",0
106948,"14/2C VNTC apantallado Cable para bandeja E2 600V TC",0
106949,"14/3C VNTC apantallado Cable para bandeja E2 600V ER",0
106950,"14/4C VNTC apantallado Cable para bandeja E2 600V ER",0
106951,"14/5C VNTC apantallado Cable para bandeja E2 600V ER",0
106952,"14/7C VNTC apantallado Cable para bandeja E2 600V ER",0
106953,"14/9C VNTC apantallado Cable para bandeja E2 600V ER",0
106954,"14/12C VNTC apantallado Cable para bandeja E2 600V ER",0
106955,"14/19C VNTC apantallado Cable para bandeja E2 600V ER",0
106956,"14/30C VNTC apantallado Cable para bandeja E2 600V ER",0
106957,"16/2C VNTC apantallado Cable para bandeja E2 600V TC",0
106958,"16/3C VNTC apantallado Cable para bandeja E2 600V ER",0
106959,"16/4C VNTC apantallado Cable para bandeja E2 600V ER",0
106960,"16/5C VNTC apantallado Cable para bandeja E2 600V ER",0
106961,"16/7C VNTC apantallado Cable para bandeja E2 600V ER",0
106962,"16/9C VNTC apantallado Cable para bandeja E2 600V ER",0
106963,"16/12C VNTC apantallado Cable para bandeja E2 600V ER",0
106964,"16/19C VNTC apantallado Cable para bandeja E2 600V ER",0
106965,"16/25C VNTC apantallado Cable para bandeja E2 600V ER",0
106966,"16/37C VNTC apantallado Cable para bandeja E2 600V ER",0
106967,"18/2C VNTC apantallado Cable para bandeja E2 600V TC",0
106968,"18/3C VNTC apantallado Cable para bandeja E2 600V ER",0
106970,"18/5C VNTC apantallado Cable para bandeja E2 600V ER",0
106971,"18/7C VNTC apantallado Cable para bandeja E2 600V ER",0
106972,"18/8C VNTC apantallado Cable para bandeja E2 600V ER",0
106973,"18/9C VNTC apantallado Cable para bandeja E2 600V ER",0
106974,"18/10C VNTC apantallado Cable para bandeja E2 600V ER",0
106975,"18/12C VNTC apantallado Cable para bandeja E2 600V ER",0
106976,"18/19C VNTC apantallado Cable para bandeja E2 600V ER",0
106977,"18/25C VNTC apantallado Cable para bandeja E2 600V ER",0
106978,"18/37C VNTC apantallado Cable para bandeja E2 600V ER",0
106979,"1/4C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106980,"2/3C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106981,"4/4C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106982,"6/3C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106983,"8/4C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106984,"1/0-3C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106985,"2/0-3C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106986,"2/0-4C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106987,"3/0-3C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106988,"3/0-4C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106989,"350MCM/3C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106990,"4/0-3C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106991,"500MCM/3C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
106992,"2/3C VNTC apantallado Cable para bandeja w/tierra M4 600V ER",0
106993,"4/3C VNTC apantallado Cable para bandeja w/tierra M4 600V ER",0
106994,"6/3C VNTC apantallado Cable para bandeja w/tierra M4 600V ER",0
106995,"8/3C VNTC apantallado Cable para bandeja w/tierra M4 600V ER",0
106996,"8/4C VNTC apantallado Cable para bandeja w/tierra M4 600V ER",0
106997,"10/2C XLPE XPTC N/S Cable para bandeja E2 600V TC plano",1
106998,"10/3C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
106999,"10/4C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107000,"10/5C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107001,"10/7C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107002,"10/12C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107003,"12/2C XLPE XPTC N/S Cable para bandeja E2 600V TC plano",1
107004,"12/3C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107005,"12/4C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107006,"12/5C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107007,"12/7C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107008,"12/9C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107009,"12/12C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107010,"12 AWG 19 conductores XLPE XPTC Cable para bandeja sin apantallar",1
107011,"14/2C XLPE XPTC N/S Cable para bandeja E2 600V TC",1
107012,"14/3C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107013,"14/4C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107014,"14/5C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107015,"14/7C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107016,"14/9C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107017,"14/12C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107018,"14/19C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107019,"14/25 XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107020,"14/37C XLPE XPTC N/S Cable para bandeja E2 600V ER",1
107021,"2/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107022,"2/4C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107023,"4/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107024,"4 AWG 4 conductores XLPE XPTC Cable para bandeja con tierra",1
107025,"6/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107026,"6 AWG 4 conductores XLPE XPTC Cable para bandeja con tierra",1
107027,"8/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107028,"8/4C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107029,"1/0-3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107030,"1/0 AWG 4 conductores XLPE XPTC Cable para bandeja con tierra",1
107031,"10/3C XLPE XPTC N/S Cable para bandeja w/G E2 600V ER",1
107032,"12/3C XLPE XPTC N/S Cable para bandeja w/G E2 600V ER",1
107033,"2/0-3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107034,"2/0 AWG 4 conductores XLPE XPTC Cable para bandeja con tierra",1
107035,"250/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107036,"350/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107037,"4/0-3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107038,"4/0-4C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107039,"500/3C XLPE XPTC N/S Cable para bandeja w/G M4 600V ER",1
107040,"2/3C Bus bajante 60C 600V",0
107041,"6/3C Bus bajante 60C 600V",0
107042,"8/3C Bus bajante 60C 600V",0
107043,"10/3C Bus bajante 60C 600V",0
107044,"12/3C Bus bajante 60C 600V",0
107045,"12/4C Bus bajante 60C 600V",0
107046,"14/3C Bus bajante 60C 600V",0
107047,"2/3C+12/4C VNTC N/S w/tierra M4 600V ER",0
107048,"4/3C+12/4C VNTC N/S w/tierra M4 600V ER",0
107049,"6/3C+12/4C VNTC N/S w/tierra M4 600V ER",0
107050,"8/3C+12/4C VNTC N/S w/tierra M4 600V ER",0
107051,"12/3C+14/4C VNTC N/S w/tierra M4 600V ER",0
107052,"10/2C FREP/CPE N/S Cable para bandeja E2 600V TC plano",1
107053,"10/3C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107054,"10/4C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107055,"10/5C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107056,"10/7C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107057,"10/9C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107058,"10/12C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107059,"12/2C FREP/CPE N/S Cable para bandeja E2 600V TC plano",1
107060,"12/3C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107061,"12/4C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107062,"12/5C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107063,"12/7C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107064,"12/9C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107065,"12/12C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107066,"12/15C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107067,"12/19C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107068,"12/37C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107069,"14/2C FREP/CPE N/S Cable para bandeja E2 600V TC plano",1
107070,"14/3C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107071,"14/4C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107072,"14/5C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107073,"14/7C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107074,"14/9C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107075,"14/12C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107076,"14/19C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107077,"14/25C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107078,"14/37C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107079,"16/9C FREP/CPE N/S Cable para bandeja E2 600V ER",1
107080,"16/12C FREP/CPE N/S 600V M1/E2",1
107081,"16/24C FREP/CPE N/S 600V M1/E2",1
107082,"16/37C FREP-CPE N/S Cable para bandeja E2 600V ER",1
107083,"10/2C FREP/CPE N/S Cable para bandeja E1 600V TC plano",1
107084,"10/3C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107085,"10/4C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107086,"12/2C FREP/CPE N/S Cable para bandeja E1 600V TC plano",1
107087,"12/3C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107088,"12/4C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107089,"12/5C FREP/CPE N/S 600V M1/E1",1
107090,"12/7C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107091,"12/12C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107092,"14/2C FREP/CPE N/S Cable para bandeja E1 600V TC plano",1
107093,"14/3C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107094,"14/4C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107095,"14/5C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107096,"14/7C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107097,"14/9C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107098,"14/12C FREP/CPE N/S Cable para bandeja E1 600V ER",1
107099,"16/3C FREP/CPE apantallado Cable para bandeja E2 600V ER",1
107100,"18/2C FREP/CPE SHLD 600V M1/E2",0
107101,"2/3C FREP/CPE N/S Cable para bandeja M4 600V ER",1
107102,"2/4C FREP/CPE N/S Cable para bandeja w/G M4 600V ER",1
107103,"4/3C FREP/CPE N/S Cable para bandeja w/G M4 600V ER",1
107104,"4/4C FREP/CPE N/S Cable para bandeja w/G M4 600V ER",1
107105,"6/3C FREP/CPE N/S Cable para bandeja w/G M4 600V ER",1
107106,"6/4C FREP/CPE N/S Cable para bandeja w/G M4 600V ER",1
107107,"8/3C FREP/CPE N/S Cable para bandeja w/G M4 600V ER",1
107108,"8/4C FREP/CPE N/S Cable para bandeja w/G M4 600V ER",1
107109,"1/0-3C FREP/CPE N/S Cable para bandeja w/G M4 600V ER",1
107110,"2/0-3C FREP/CPE N/S Cable para bandeja M4 600V ER",1
107111,"350/3C FREP/CPE M4 600V TC-ER",0
107112,"500/3C FREP/CPE N/S Cable para bandeja w/G M4 600V ER",1
107113,"16/1TR OS W/drenaje FREP/CPE",1
107114,"16/3TR STOS W/drenaje FREP/CPE",1
107115,"16/4TR STOS W/drenaje FREP/CPE",1
107116,"16/6TR STOS W/drenaje FREP/CPE",1
107117,"16/8TR STOS W/drenaje FREP/CPE",1
107118,"12/3C 600V SDN M1/E2 90C DRY",0
107119,"12 AWG 4 conductores SDN diámetro pequeño neopreno",0
107120,"12 AWG 6 conductores SDN diámetro pequeño neopreno",0
107121,"14 AWG 3 conductores SDN diámetro pequeño neopreno",0
107122,"14/4C 600V SDN M1/E2 90C DRY",0
107123,"14 AWG 6 conductores SDN diámetro pequeño neopreno",0
107124,"14 AWG 8 conductores SDN diámetro pequeño neopreno",0
107125,"14 AWG 10 conductores SDN diámetro pequeño neopreno",0
107126,"14/12C 600V SDN M1/E2 90C DRY",0
107127,"14 AWG 16 conductores SDN diámetro pequeño neopreno",0
107128,"14 AWG 24 conductores SDN diámetro pequeño neopreno",0
107129,"14/37C 600V SDN M1/E2 90C DRY",0
107130,"16 AWG 4 conductores SDN diámetro pequeño neopreno",0
107131,"16/5C 600V SDN M1/E2 90C DRY",0
107132,"16 AWG 6 conductores SDN diámetro pequeño neopreno",0
107133,"16 AWG 8 conductores SDN diámetro pequeño neopreno",0
107134,"16 AWG 10 conductores SDN diámetro pequeño neopreno",0
107135,"16 AWG 14 conductores SDN diámetro pequeño neopreno",0
107136,"16 AWG 16 conductores SDN diámetro pequeño neopreno",0
107137,"16 AWG 24 conductores SDN diámetro pequeño neopreno",0
107138,"16 AWG 30 conductores SDN diámetro pequeño neopreno",0
107139,"16 AWG 37 conductores SDN diámetro pequeño neopreno",0
107140,"18 AWG 5 conductores SDN diámetro pequeño neopreno",0
107141,"18 AWG 6 conductores SDN diámetro pequeño neopreno",0
107142,"18 AWG 8 conductores SDN diámetro pequeño neopreno",0
107143,"18 AWG 12 conductores SDN diámetro pequeño neopreno",0
107144,"18 AWG 14 conductores SDN diámetro pequeño neopreno",0
107145,"18 AWG 16 conductores SDN diámetro pequeño neopreno",0
107146,"18/19C 600V SDN M1/E2 90C DRY",0
107147,"12/3C bajo Smoke Zero Halogen TC-ER 90C 600V",0
107148,"20/1P JX termopar sin apantallar 200C 300V FEP",0
107149,"16/1P EX termopar apantallado 105C 300V PVC Purple",0
107150,"16/1P JX termopar apantallado 105C 300V PVC",0
107152,"16/1P TX termopar apantallado 105C 300V PVC",0
107153,"20/1P JX termopar apantallado 105C 300V PVC",0
107156,"20/1P JX termopar sin apantallar 105C 300V PVC",0
107158,"20/1P TX termopar sin apantallar 105C 300V PVC",0
107159,"20/2C J termopar sin apantallar 510C 600V Fiberglass",0
107160,"8/3C plano sumergible bomba Cable w/G PVC",0
107161,"10/3C plano sumergible bomba Cable w/G PVC",0
107162,"12/3C plano sumergible bomba Cable w/G PVC",0
107163,"14/3C plano sumergible bomba Cable w/G PVC",0
107164,"6/3C VNTC N/S Cable para bandeja M4 600V ER",0
107165,"14/2C VNTC N/S Cable para bandeja E2 600V TC plano",0
107166,"14/2C VNTC N/S Cable para bandeja E2 600V TC redondo",0
107167,"14/3C VNTC N/S Cable para bandeja E2 600V ER",0
107168,"14/4C VNTC N/S Cable para bandeja E2 600V ER",0
107169,"14/5C VNTC N/S Cable para bandeja E2 600V ER",0
107170,"14/6C VNTC N/S Cable para bandeja E2 600V ER",0
107171,"14/7C VNTC N/S Cable para bandeja E2 600V ER",0
107172,"14/9C VNTC N/S Cable para bandeja E2 600V ER",0
107173,"14/10C VNTC N/S Cable para bandeja E2 600V ER",0
107174,"14/12C VNTC N/S Cable para bandeja E2 600V ER",0
107175,"14/15C VNTC N/S Cable para bandeja E2 600V ER",0
107176,"14/16C VNTC N/S Cable para bandeja E2 600V ER",0
107177,"14/19C VNTC N/S Cable para bandeja E2 600V ER",0
107178,"14/20C VNTC N/S Cable para bandeja E2 600V ER",0
107179,"14/25C VNTC N/S Cable para bandeja E2 600V ER",0
107180,"14/30C VNTC N/S Cable para bandeja E2 600V ER",0
107181,"14/37C VNTC N/S Cable para bandeja E2 600V ER",0
107182,"14/50C VNTC N/S Cable para bandeja E2 600V ER",0
107183,"14/60C VNTC N/S Cable para bandeja E2 600V ER",0
107184,"10/3C VNTC N/S Cable para bandeja M4 600V ER",0
107185,"10/4C VNTC N/S Cable para bandeja M4 600V ER",0
107186,"14/2C VNTC N/S Cable para bandeja M4 600V TC plano",0
107187,"14/3C VNTC N/S Cable para bandeja M4 600V ER",0
107188,"14/4C VNTC N/S Cable para bandeja M4 600V ER",0
107189,"14/5C VNTC N/S Cable para bandeja M4 600V ER",0
107190,"14/7C VNTC N/S Cable para bandeja M4 600V ER",0
107191,"14/9C VNTC N/S Cable para bandeja M4 600V ER",0
107192,"14/12C VNTC N/S Cable para bandeja M4 600V ER",0
107193,"14/15C VNTC N/S Cable para bandeja M4 600V ER",0
107194,"14/19C VNTC N/S Cable para bandeja M4 600V ER",0
107195,"14/37C VNTC N/S Cable para bandeja M4 600V ER",0
107196,"1/3C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
107197,"2/4C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
107198,"4/3C VNTC N/S Cable para bandeja w/tierra M4 600V ER",0
