sku,estado_investigacion,familia_contrastada,fuente_interna,datos_publicables,datos_pendientes,estado_imagen
SRT-PENDING-70D84407714D,familia_verificada_no_referencia_exacta,Alambre/cable THHN/THWN-2 600 V,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Cobre-de-Baja-Tensi%C3%B3n-Aislados/Cable-THHN-THWN-2/Cable-Type24144.html,Calibre: 10 AWG | Color indicado: amarillo | Material indicado: cobre | Aislamiento o chaqueta indicada: termoplástico,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-E11C429FBC9C,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 14 AWG | Configuración indicada: 3x14 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-9C954DF4F63F,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 16 AWG | Configuración indicada: 3x16 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-F5F1E89CBB39,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 18 AWG | Configuración indicada: 3x18 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-8851C823D3C1,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 8 AWG | Configuración indicada: 4x8 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-9E30CCD48105,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 10 AWG | Configuración indicada: 4x10 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-69DA3B02F573,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 12 AWG | Configuración indicada: 4x12 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-5DC320A76AD7,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 14 AWG | Configuración indicada: 4x14 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-19640B390520,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 16 AWG | Configuración indicada: 4x16 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-D23957217C5F,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 18 AWG | Configuración indicada: 4x18 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-AF3A85B543EB,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 18 AWG | Configuración indicada: 2x18 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-5FB84384A44F,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 18 AWG | Configuración indicada: 3x18 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-8BD8E77FFE26,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 18 AWG | Configuración indicada: 4x18 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-B33C9EA4395B,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 16 AWG | Configuración indicada: 2x16 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-60380DD3295A,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 16 AWG | Configuración indicada: 3x16 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-99CACFBA8491,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 16 AWG | Configuración indicada: 4x16 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-EF31466FE03C,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 14 AWG | Configuración indicada: 2x14 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-5A5C2682E16C,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 14 AWG | Configuración indicada: 3x14 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-F53EF417439D,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 14 AWG | Configuración indicada: 4x14 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-2FAD996C1713,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 12 AWG | Configuración indicada: 2x12 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-AB3433A8A279,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 12 AWG | Configuración indicada: 3x12 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-64F6D52D1104,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 12 AWG | Configuración indicada: 4x12 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-F599C358F081,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 10 AWG | Configuración indicada: 2x10 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-C11966418B2F,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 10 AWG | Configuración indicada: 3x10 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-54C0621797BA,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 10 AWG | Configuración indicada: 4x10 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-745B2E9EFC41,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 8 AWG | Configuración indicada: 2x8 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-A23F84BEAF24,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 8 AWG | Configuración indicada: 3x8 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-48317269D40B,familia_verificada_no_referencia_exacta,Cable flexible de cobre,https://co.prysmian.com/es/termoflex-y-termoflex-multiprop%C3%B3sito,Calibre: 8 AWG | Configuración indicada: 4x8 | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-23FC537018EE,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 10 AWG | Configuración indicada: 2x10 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-E0C7582D9DF4,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 12 AWG | Configuración indicada: 2x12 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-FC14EDD12C47,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 14 AWG | Configuración indicada: 2x14 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-197AD43647B6,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 16 AWG | Configuración indicada: 2x16 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-EAF6D9A252F8,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 18 AWG | Configuración indicada: 2x18 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-A318A86A3026,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 20 AWG | Configuración indicada: 2x20 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-AA8592B17B19,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 10 AWG | Configuración indicada: 2x10 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-38D59C99D61B,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 12 AWG | Configuración indicada: 2x12 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-DA4E2A0F5D22,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 14 AWG | Configuración indicada: 2x14 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-A787A4628636,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 16 AWG | Configuración indicada: 2x16 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-93FB91870A58,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 18 AWG | Configuración indicada: 2x18 | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-41FBFE6E73E8,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 14 AWG | Configuración indicada: 2x14 | Color indicado: negro | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-2C19362BAAE5,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 16 AWG | Configuración indicada: 2x16 | Color indicado: negro | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-32E3F97E7A37,familia_verificada_no_referencia_exacta,Conductor de aluminio o ACSR,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados.html,Calibre: 10 AWG | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-025FBE5A4E6A,familia_verificada_no_referencia_exacta,Conductor de aluminio o ACSR,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados.html,Calibre: 12 AWG | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-9A6072001869,familia_verificada_no_referencia_exacta,Conductor de aluminio o ACSR,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados.html,Calibre: 14 AWG | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-BB6C17498CE3,familia_verificada_no_referencia_exacta,Conductor de aluminio o ACSR,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados.html,Calibre: 16 AWG | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-9DE2ECCC6E24,familia_verificada_no_referencia_exacta,Conductor de aluminio o ACSR,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados.html,Calibre: 18 AWG | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-71B6AC43BD2A,familia_verificada_no_referencia_exacta,Conductor de aluminio o ACSR,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados.html,Calibre: 22 AWG | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-098875622BFE,familia_verificada_no_referencia_exacta,Conductor de aluminio o ACSR,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados.html,Calibre: 20 AWG | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-6D85330E7595,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 20 AWG | Configuración indicada: 2x20 | Color indicado: cristal | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-BE050281F599,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 16 AWG | Configuración indicada: 2x16 | Color indicado: cristal | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-DA37AC5700DE,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 14 AWG | Configuración indicada: 2x14 | Color indicado: cristal | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-BD7A7E1B007A,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 12 AWG | Configuración indicada: 2x12 | Color indicado: cristal | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-1F5C990D1A3D,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 22 AWG | Configuración indicada: 2x22 | Color indicado: cristal | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-F6E3F9037813,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 10 AWG | Configuración indicada: 2x10 | Color indicado: cristal | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-F303325FA0CC,familia_verificada_no_referencia_exacta,Cable industrial de construcción,https://co.prysmian.com/en/products,Calibre: 18 AWG | Configuración indicada: 2x18 | Color indicado: cristal | Material indicado: cobre,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-618220FAA1AB,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 6 AWG | Material indicado: aluminio,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-7802C84DE1B3,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 4 AWG | Material indicado: aluminio,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-BD8088AD9745,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 2 AWG | Material indicado: aluminio,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-D2AF8D0AFA5B,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 1/0 AWG | Material indicado: aluminio,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-17B5235302EA,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 2/0 AWG | Material indicado: aluminio,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-FE68D8389306,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 4/0 AWG | Material indicado: aluminio,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-E4C3804FAEF6,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Sección: 250 kcmil | Material indicado: aluminio,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-08F3829DA7AE,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Sección: 350 kcmil | Material indicado: aluminio,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-2B93CC066BC7,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Sección: 500 kcmil | Material indicado: aluminio,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-B57B2EE1A859,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 6 AWG | Material indicado: aluminio | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-B046A49FCC82,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 4 AWG | Material indicado: aluminio | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-7246E8E3A573,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 2 AWG | Material indicado: aluminio | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-C775808B3073,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 1/0 AWG | Material indicado: aluminio | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-CDB94E717A0C,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 2/0 AWG | Material indicado: aluminio | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
SRT-PENDING-510C78A9F1D1,familia_verificada_no_referencia_exacta,Aluminio serie 8000 THHN/THWN-2,https://www.nexans.co/es/products/Construcci%C3%B3n/Cables-de-Aluminio-de-Baja-Tensi%C3%B3n-Aislados/Cable-Aluminio-S8000-THWN-2/Single-Cor24584.html,Calibre: 4/0 AWG | Material indicado: aluminio | Aislamiento o chaqueta indicada: LSZH / libre de halógenos,Marca y referencia de fabricante; ficha exacta; norma de la referencia; presentación disponible; coincidencia visual de variante.,revisar_variante_antes_de_publicar
