id,sku,titulo,categorias,marca,atributos
394,106647,"4/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
395,106648,"444 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
396,106649,"535 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
397,106650,"646 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
398,106651,"777 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE","Cable DLO|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
400,106653,"10/4C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
401,106654,"12/4C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
402,106655,"12/8C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
403,106656,"14/4C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
404,106657,"14/8C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
405,106658,"16/8C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
406,106659,"16/12C plano festón 105C 600V PVC","Cable festón|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
407,106660,"14/1C FEP tipo K (19 STR) 150C 600V","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
408,106664,"18/1C FEP tipo K (19 STR) 150C 600V","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
416,106680,"16(19ST)TFE-E MIL-16878/4 GRY","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
418,106685,"18(19ST)TFE-E MIL-16878/4 BLK","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
420,106688,"18(19ST)TFE-E MIL-16878/4 GRN","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
424,106697,"14/1C Gas Tube Only GTO-15 Cable 105C 15KV","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
425,106698,"2 AWG 133 hilos cobre desnudo PVC","Cable desnudo|Conductores desnudos",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
426,106699,"8 AWG 133 hilos cobre desnudo PVC","Cable desnudo|Conductores desnudos",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
427,106701,"10 AWG 105 hilos cobre estañado PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
428,106707,"12 AWG 65 hilos cobre estañado PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
429,106716,"14 AWG 41 hilos cobre estañado PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
430,106726,"16 AWG 26 hilos cobre estañado PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
431,106737,"18 AWG cobre desnudo sólido PVC","Cable desnudo|Conductores desnudos",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
432,106738,"18 AWG 16 hilos cobre estañado PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
433,106750,"20 AWG 10 hilos cobre estañado PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
434,106760,"22 AWG 7 hilos cobre estañado PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
435,106770,"22 AWG máquina herramienta cable UL 1007/1569","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
701,107040,"2/3C Bus bajante 60C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
702,107041,"6/3C Bus bajante 60C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
703,107042,"8/3C Bus bajante 60C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
704,107043,"10/3C Bus bajante 60C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
705,107044,"12/3C Bus bajante 60C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
706,107045,"12/4C Bus bajante 60C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
707,107046,"14/3C Bus bajante 60C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
761,107100,"18/2C FREP/CPE SHLD 600V M1/E2","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
772,107111,"350/3C FREP/CPE M4 600V TC-ER","Cable para bandeja / tray cable|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
779,107118,"12/3C 600V SDN M1/E2 90C DRY","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
780,107119,"12 AWG 4 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
781,107120,"12 AWG 6 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
782,107121,"14 AWG 3 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
783,107122,"14/4C 600V SDN M1/E2 90C DRY","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
784,107123,"14 AWG 6 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
785,107124,"14 AWG 8 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
786,107125,"14 AWG 10 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
787,107126,"14/12C 600V SDN M1/E2 90C DRY","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
788,107127,"14 AWG 16 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
789,107128,"14 AWG 24 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
790,107129,"14/37C 600V SDN M1/E2 90C DRY","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
791,107130,"16 AWG 4 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
792,107131,"16/5C 600V SDN M1/E2 90C DRY","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
793,107132,"16 AWG 6 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
794,107133,"16 AWG 8 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
795,107134,"16 AWG 10 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
796,107135,"16 AWG 14 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
797,107136,"16 AWG 16 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
798,107137,"16 AWG 24 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
799,107138,"16 AWG 30 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
800,107139,"16 AWG 37 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
801,107140,"18 AWG 5 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
802,107141,"18 AWG 6 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
803,107142,"18 AWG 8 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
804,107143,"18 AWG 12 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
805,107144,"18 AWG 14 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
806,107145,"18 AWG 16 conductores SDN diámetro pequeño neopreno","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
807,107146,"18/19C 600V SDN M1/E2 90C DRY","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
808,107147,"12/3C bajo Smoke Zero Halogen TC-ER 90C 600V","Cable para bandeja / tray cable|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
809,107148,"20/1P JX termopar sin apantallar 200C 300V FEP","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
810,107149,"16/1P EX termopar apantallado 105C 300V PVC Purple","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
811,107150,"16/1P JX termopar apantallado 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
812,107152,"16/1P TX termopar apantallado 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
813,107153,"20/1P JX termopar apantallado 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
814,107156,"20/1P JX termopar sin apantallar 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
815,107158,"20/1P TX termopar sin apantallar 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
816,107159,"20/2C J termopar sin apantallar 510C 600V Fiberglass","Cables de fibra óptica",,pa_calibre-awg|pa_numero-conductores|pa_apantallado|pa_chaqueta
817,107160,"8/3C plano sumergible bomba Cable w/G PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_norma
818,107161,"10/3C plano sumergible bomba Cable w/G PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_norma
819,107162,"12/3C plano sumergible bomba Cable w/G PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_norma
820,107163,"14/3C plano sumergible bomba Cable w/G PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_norma
948,107291,"10/1C FEP tipo K (37 STR) 200C 600V","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
949,107295,"12/1C FEP tipo K (19 STR) 200C 600V","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
950,107299,"16/1C FEP tipo K (19 STR) 150C 600V","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
954,107308,"20(19ST)TFE-E MIL-16878/4","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
955,107309,"20(19ST)TFE-E MIL-16878/4 GRN","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
956,107310,"20(19ST)TFE-E MIL-16878/4 BLU","Cable de alta temperatura|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
959,107319,"16/2P JX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
960,107320,"16/2P KX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
961,107321,"16/4P JX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
962,107322,"16/8P JX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
963,107323,"16/8P KX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
964,107324,"16/12P JX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
965,107325,"16/24P JX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
966,107326,"16/24P KX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
967,107327,"20/4P JX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
968,107328,"20/4P KX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
969,107329,"20/8P JX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
970,107330,"20/8P KX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
971,107331,"20/12P JX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
972,107332,"20/12P KX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
973,107333,"20/24P JX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
974,107334,"20/24P KX termopar SPOS 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
975,107335,"16/1P JX termopar apantallado 200C 300V FEP","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
977,107338,"4 AWG 133 hilos cobre desnudo PVC","Cable desnudo|Conductores desnudos",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
978,107340,"6 AWG 133 hilos cobre desnudo PVC","Cable desnudo|Conductores desnudos",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
979,107344,"16 AWG máquina herramienta cable UL 1007/1569","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
980,107349,"18 AWG máquina herramienta cable UL 1007/1569","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
1007,107381,"1/1C SRML cable (259 hilos) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1008,107382,"2/1C SRML cable (133 hilos) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1009,107383,"4/1C SRML cable (133 hilos) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1010,107384,"6/1C SRML cable (133 hilos) 150C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1011,107385,"8/1C SRML cable (133 hilos) 150C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1012,107386,"1/0-1C SRML cable (259 hilos) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1013,107387,"12 AWG 3 conductores 19 hilos silicona caucho Motor conexión SRG-K","Cable coaxial|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
1014,107388,"12 AWG 4 conductores 19 hilos silicona caucho Motor conexión SRG-K","Cable coaxial|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
1015,107389,"12/5C(19STR) SRG-K CABLE 200C","Cable coaxial|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
1016,107390,"14 AWG 3 conductores 7 hilos silicona caucho Motor conexión SRG-K","Cable coaxial|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
1017,107391,"14 AWG 4 conductores 7 hilos silicona caucho Motor conexión SRG-K","Cable coaxial|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
1018,107392,"14 AWG 5 conductores 7 hilos silicona caucho Motor conexión SRG-K","Cable coaxial|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
1019,107393,"14 AWG 7 conductores 7 hilos silicona caucho Motor conexión SRG-K","Cable coaxial|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
1020,107394,"2/0-1C SRML cable (259 hilos) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1021,107395,"250/1C SRML cable (427 hilos) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1022,107396,"3/0-1C SRML cable (259 hilos) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1023,107397,"350/1C SRML cable (427 hilos) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1024,107398,"4/0-1C SRML cable (259 hilos) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1025,107399,"500/1C SRML cable (427 hilos) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1031,107405,"10/1C SRML cable (SFF-2) 150C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1032,107409,"12/1C SRML cable (SFF-2) 150C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1033,107414,"14/1C SRML cable (SFF-2) 150C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1034,107419,"16/1C SRML cable (SFF-2) 150C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1035,107424,"18/1C SRML cable (SFF-2) 150C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1036,107427,"10/1C SRML cable (SF-2) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1037,107429,"12/1C SRML cable (SF-2) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1038,107431,"14/1C SRML cable (SF-2) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1039,107434,"16/1C SRML cable (SF-2) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1040,107438,"18/1C SRML cable (SF-2) 200C 600V","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta|pa_norma
1041,107440,"6 AWG 1 conductor cobre estañado SIS 90C","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
1042,107442,"8 AWG 1 conductor cobre estañado SIS 90C BLK","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
1043,107443,"8 AWG 1 conductor cobre estañado SIS 90C WHT","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
1044,107444,"8 AWG 1 conductor cobre estañado SIS 90C","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
1045,107447,"10 AWG 1 conductor cobre estañado SIS 90C","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
1046,107454,"12 AWG 1 conductor cobre estañado SIS 90C","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado
1059,107468,"16/1P JX termopar sin apantallar 105C 300V PVC","Cables apantallados|Cables especiales",,pa_calibre-awg|pa_numero-conductores|pa_voltaje|pa_apantallado|pa_chaqueta
1110,109001,"24 AWG 7 x 32 trenzado cobre estañado LO-CAP POLYPROPYLENE – INDIVIDUAL blindaje","Cables apantallados|Cables especiales",,
1113,9-10-5W-A19,"10.5W/A19/OMNI-LED/3500K/120V -10.5W 120V A19 3500","Cables apantallados|Cables especiales",,
1114,9-10BR30-LED-270,"10BR30 LED 2700K 750L E26 -10W 120V 2700K BR30 LED","Cables apantallados|Cables especiales",,
1160,123092A,"Belden RG6/U — cuádruple SHLD coaxial AIA","Cable coaxial|Cables especiales",Belden,pa_marca|pa_calibre-awg|pa_numero-conductores|pa_apantallado|pa_chaqueta|pa_norma
1163,129730,"Belden 129730 — 24/3P DATALENE/PVC ISHLD AIA","Cables apantallados|Cables especiales",Belden,pa_marca|pa_calibre-awg|pa_voltaje|pa_apantallado|pa_chaqueta
1187,1583AU,"Belden 1583AU — 24/4P Cat5e Cable U/UTP CMR PVC negro 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1188,1583AU2,"Belden 1583AU2 — 24/4P Cat5e Cable U/UTP CMR PVC blanco 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1189,1583AU3,"Belden 1583AU3 — 24/4P Cat5e Cable U/UTP CMR PVC Red 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1190,1583AU4,"Belden 1583AU4 — 24/4P Cat5e Cable U/UTP CMR PVC verde 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
1191,1583AU5,"Belden 1583AU5 — 24/4P Cat5e Cable U/UTP CMR PVC azul 1000 ft (carrete)","Cables de red",Belden,pa_marca|pa_calibre-awg|pa_chaqueta|pa_norma
