sku,nombre,categoria,subcategoria,marca,calibre_awg,num_conductores,voltaje,apantallado,chaqueta,norma,aplicacion,potencia_hp,voltaje_entrada,serie,descripcion_corta,imagen,descripcion_larga,unidad_venta,temperatura_maxima
SRT-PENDING-F651D769D79D,Cable de Instrumentación 2x16+20 AWG Cobre PVC,Cables especiales,,Producto genérico Surtilec,16 AWG,2x16+20,,,PVC,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable industrial de construcción,"Cotiza Cable de Instrumentación 2x16+20 AWG Cobre PVC en Surtilec. SKU SRT-PENDING-F651D769D79D. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-de-instrumentacion-2x16-20-awg-cobre-pvc-srt-pending-f651d769d79d.jpg,"<p><strong>Cable de Instrumentación 2x16+20 AWG Cobre PVC</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-F651D769D79D</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 16 AWG</li><li>Configuración indicada: 2x16+20</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: PVC</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-F651D769D79D</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable industrial de construcción. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/en/products"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-A18F6A8F29EA,Cable de Instrumentación 3x16+20 AWG Cobre PVC,Cables especiales,,Producto genérico Surtilec,16 AWG,3x16+20,,,PVC,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable industrial de construcción,"Cotiza Cable de Instrumentación 3x16+20 AWG Cobre PVC en Surtilec. SKU SRT-PENDING-A18F6A8F29EA. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-de-instrumentacion-3x16-20-awg-cobre-pvc-srt-pending-a18f6a8f29ea.jpg,"<p><strong>Cable de Instrumentación 3x16+20 AWG Cobre PVC</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-A18F6A8F29EA</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 16 AWG</li><li>Configuración indicada: 3x16+20</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: PVC</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-A18F6A8F29EA</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable industrial de construcción. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/en/products"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-C4355DF306F7,Cable de Instrumentación 4x16+20 AWG Cobre PVC,Cables especiales,,Producto genérico Surtilec,16 AWG,4x16+20,,,PVC,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable industrial de construcción,"Cotiza Cable de Instrumentación 4x16+20 AWG Cobre PVC en Surtilec. SKU SRT-PENDING-C4355DF306F7. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-de-instrumentacion-4x16-20-awg-cobre-pvc-srt-pending-c4355df306f7.jpg,"<p><strong>Cable de Instrumentación 4x16+20 AWG Cobre PVC</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-C4355DF306F7</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 16 AWG</li><li>Configuración indicada: 4x16+20</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: PVC</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-C4355DF306F7</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable industrial de construcción. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/en/products"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-14AF2C78A875,Cable de Instrumentación 9x18+20 AWG Cobre PVC,Cables especiales,,Producto genérico Surtilec,18 AWG,9x18+20,,,PVC,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable industrial de construcción,"Cotiza Cable de Instrumentación 9x18+20 AWG Cobre PVC en Surtilec. SKU SRT-PENDING-14AF2C78A875. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-de-instrumentacion-9x18-20-awg-cobre-pvc-srt-pending-14af2c78a875.jpg,"<p><strong>Cable de Instrumentación 9x18+20 AWG Cobre PVC</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-14AF2C78A875</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 18 AWG</li><li>Configuración indicada: 9x18+20</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: PVC</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-14AF2C78A875</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable industrial de construcción. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/en/products"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-05B89A5D3499,Cable de Instrumentación 9x16+20 AWG Cobre PVC,Cables especiales,,Producto genérico Surtilec,16 AWG,9x16+20,,,PVC,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable industrial de construcción,"Cotiza Cable de Instrumentación 9x16+20 AWG Cobre PVC en Surtilec. SKU SRT-PENDING-05B89A5D3499. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-de-instrumentacion-9x16-20-awg-cobre-pvc-srt-pending-05b89a5d3499.jpg,"<p><strong>Cable de Instrumentación 9x16+20 AWG Cobre PVC</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-05B89A5D3499</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 16 AWG</li><li>Configuración indicada: 9x16+20</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: PVC</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-05B89A5D3499</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable industrial de construcción. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/en/products"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-9C5726EFF653,Cable de Instrumentación 12x16+20 AWG Cobre PVC,Cables especiales,,Producto genérico Surtilec,16 AWG,12x16+20,,,PVC,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable industrial de construcción,"Cotiza Cable de Instrumentación 12x16+20 AWG Cobre PVC en Surtilec. SKU SRT-PENDING-9C5726EFF653. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-de-instrumentacion-12x16-20-awg-cobre-pvc-srt-pending-9c5726eff653.jpg,"<p><strong>Cable de Instrumentación 12x16+20 AWG Cobre PVC</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-9C5726EFF653</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 16 AWG</li><li>Configuración indicada: 12x16+20</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: PVC</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-9C5726EFF653</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable industrial de construcción. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/en/products"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-3772A6900D19,Cable de Instrumentación 18x16+20 AWG Cobre PVC,Cables especiales,,Producto genérico Surtilec,16 AWG,18x16+20,,,PVC,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Cable industrial de construcción,"Cotiza Cable de Instrumentación 18x16+20 AWG Cobre PVC en Surtilec. SKU SRT-PENDING-3772A6900D19. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-de-instrumentacion-18x16-20-awg-cobre-pvc-srt-pending-3772a6900d19.jpg,"<p><strong>Cable de Instrumentación 18x16+20 AWG Cobre PVC</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-3772A6900D19</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 16 AWG</li><li>Configuración indicada: 18x16+20</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: PVC</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-3772A6900D19</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Cable industrial de construcción. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://co.prysmian.com/en/products"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-4DB43417FE55,Cable Media Tensión Aluminio XLPE 2 AWG 35 kV 133% Pantalla de Cobre,Cables de aluminio,,Producto genérico Surtilec,2 AWG,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión aluminio XLPE 35 kV,"Cotiza Cable Media Tensión Aluminio XLPE 2 AWG 35 kV 133% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-4DB43417FE55. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-aluminio-xlpe-2-awg-35-kv-133-pantalla-de-cobre-srt-pending-4db43417fe55.webp,"<p><strong>Cable Media Tensión Aluminio XLPE 2 AWG 35 kV 133% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-4DB43417FE55</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 2 AWG</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-4DB43417FE55</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión aluminio XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cable-de-Aluminio-Media-Tensi%C3%B3n/MVAlXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-7C4F0C4F8DDC,Cable Media Tensión Aluminio XLPE 1/0 AWG 35 kV 133% Pantalla de Cobre,Cables de aluminio,,Producto genérico Surtilec,1/0 AWG,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión aluminio XLPE 35 kV,"Cotiza Cable Media Tensión Aluminio XLPE 1/0 AWG 35 kV 133% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-7C4F0C4F8DDC. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-aluminio-xlpe-1-0-awg-35-kv-133-pantalla-de-cobre-srt-pending-7c4f0c4f8ddc.webp,"<p><strong>Cable Media Tensión Aluminio XLPE 1/0 AWG 35 kV 133% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-7C4F0C4F8DDC</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 1/0 AWG</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-7C4F0C4F8DDC</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión aluminio XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cable-de-Aluminio-Media-Tensi%C3%B3n/MVAlXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-0E4D564DCC73,Cable Media Tensión Aluminio XLPE 2/0 AWG 35 kV 133% Pantalla de Cobre,Cables de aluminio,,Producto genérico Surtilec,2/0 AWG,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión aluminio XLPE 35 kV,"Cotiza Cable Media Tensión Aluminio XLPE 2/0 AWG 35 kV 133% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-0E4D564DCC73. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-aluminio-xlpe-2-0-awg-35-kv-133-pantalla-de-cobre-srt-pending-0e4d564dcc73.webp,"<p><strong>Cable Media Tensión Aluminio XLPE 2/0 AWG 35 kV 133% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-0E4D564DCC73</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 2/0 AWG</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-0E4D564DCC73</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión aluminio XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cable-de-Aluminio-Media-Tensi%C3%B3n/MVAlXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
SRT-PENDING-927455C1F75E,Cable Media Tensión Aluminio XLPE 3/0 AWG 35 kV 133% Pantalla de Cobre,Cables de aluminio,,Producto genérico Surtilec,3/0 AWG,,35 kV,Sí,XLPE,,Aplicaciones eléctricas e industriales según la configuración seleccionada.,,,Media tensión aluminio XLPE 35 kV,"Cotiza Cable Media Tensión Aluminio XLPE 3/0 AWG 35 kV 133% Pantalla de Cobre en Surtilec. SKU SRT-PENDING-927455C1F75E. Aplicaciones eléctricas e industriales según la configuración seleccionada. Confirma referencia, presentación y disponibilidad antes de instalar.",surtilec-cable-media-tension-aluminio-xlpe-3-0-awg-35-kv-133-pantalla-de-cobre-srt-pending-927455c1f75e.webp,"<p><strong>Cable Media Tensión Aluminio XLPE 3/0 AWG 35 kV 133% Pantalla de Cobre</strong> es una opción para aplicaciones eléctricas e industriales según la configuración seleccionada.</p><h2>¿Qué producto es?</h2><p>Esta ficha corresponde a un producto genérico Surtilec identificado comercialmente por el SKU <strong>SRT-PENDING-927455C1F75E</strong>. El nombre, la configuración y los atributos visibles son los datos publicados para solicitar una cotización.</p><h2>Especificaciones identificadas</h2><ul><li>Calibre: 3/0 AWG</li><li>Tensión indicada: 35 kV</li><li>Material indicado: cobre</li><li>Aislamiento o chaqueta indicada: XLPE</li><li>Construcción apantallada indicada</li></ul><h2>¿Para qué sirve?</h2><p>Aplicaciones eléctricas e industriales según la configuración seleccionada. La selección final depende del sistema, la instalación, la compatibilidad y la ficha técnica de la referencia disponible.</p><h2>¿Qué debo confirmar antes de comprar?</h2><p>Solicita a Surtilec la marca, referencia de fabricante, norma aplicable, longitud o presentación, disponibilidad y confirmación de la variante de imagen. No uses esta ficha como sustituto del diseño eléctrico o de la ficha técnica del fabricante.</p><h2>¿Cómo solicitar la cotización?</h2><p>Envía el SKU <strong>SRT-PENDING-927455C1F75E</strong>, la cantidad, la unidad requerida y el uso previsto. Así podremos validar la referencia disponible y responder con la alternativa correcta.</p><p class=""surtilec-family-note"">Familia técnica contrastada: Media tensión aluminio XLPE 35 kV. La marca y referencia exactas se confirman por SKU de proveedor antes del despacho.</p><p class=""surtilec-source-note""><strong>Fuente técnica consultada:</strong> <a href=""https://www.nexans.co/es/products/Redes-de-Transmisi%C3%B3n-y-Distribuci%C3%B3n-de-Energ%C3%ADa/Cables-de-Media-Tensi%C3%B3n/Cable-de-Aluminio-Media-Tensi%C3%B3n/MVAlXLPE-PVC35kV133.html"" target=""_blank"" rel=""noopener"">ficha de la familia técnica</a>. Esta fuente se utiliza para contrastar la familia y no sustituye la ficha exacta del producto suministrado.</p>",,
